PlantID,DESCRIPTION,Country,Genotype,Species,POT_BARCODE,Subpop,Varietal_Group,ExperimentID,PlantCreatedOn..Day.Month.Year.,CreatedOn..Day.Month.Year.,Jday,PlantAge,SideAverageCenterOfMassDistance,SideAverageCenterOfMassX,SideAverageCenterOfMassY,SideAverageConvexHull,SideAverageHeight,SideAverageHue,SideAverageRoundness,SideAverageSaturation,SideAverageSurface,SideAverageValue,TopAverageHue,TopAverageSaturation,TopAverageValue,TopCenterOfMassDistance,TopCenterOfMassX,TopCenterOfMassY,TopConvexHull,TopPlantSurface,TopRoundness,TopSurface
200443,NSFTV1_TEJ_Italy_Agostano,Italy,Agostano,Rice,200443,temperate japonica,JAPONICA,203,3/12/20,6/17/20,20169,55,1323.13057458509,484.632365340685,474.928837838632,465166.204975604,975.213039120731,130.767227098004,7.49700996424435,20.7198258482889,121883.100006974,40.5767221851992,79.7849020470135,44.5995291090526,39.28923313418,507.881029703194,494.190733452165,691.178485736354,624969.66401106,144634.99555458,4.87156218407144,144634.99555458
200443,NSFTV1_TEJ_Italy_Agostano,Italy,Agostano,Rice,200443,temperate japonica,JAPONICA,203,3/12/20,6/19/20,20171,57,1323.71852411069,484.6811366795,473.999053255847,474971.468518412,977.050300002472,131.181705309202,7.66921325842442,19.938789661513,122591.061959665,40.2943188459244,79.3728001282357,44.8723742260249,39.0591799064701,509.66574922399,494.678555891675,689.210622836257,631963.346506786,143077.607435385,4.57091535198046,143077.607435385
200443,NSFTV1_TEJ_Italy_Agostano,Italy,Agostano,Rice,200443,temperate japonica,JAPONICA,203,3/12/20,6/22/20,20174,60,1324.1561187136,484.98490010999,473.506378140916,484703.063389227,962.05366850715,133.302028295673,6.76186568099139,19.4763108146212,123935.814854376,40.843405142332,80.3253266509856,44.8365820803466,38.398334271924,520.609874449004,491.301838085457,678.134736288617,626683.892425288,138072.859895462,5.24611838696866,138072.859895462
200443,NSFTV1_TEJ_Italy_Agostano,Italy,Agostano,Rice,200443,temperate japonica,JAPONICA,203,3/12/20,6/24/20,20176,62,1324.94671717151,485.945856782262,471.511086953856,489069.21171547,960.092345086161,133.451943417371,6.58923227686241,20.1168414494323,124726.712400792,40.8236824779576,79.3081049257611,43.5542655337699,38.9253167079878,522.807230996046,486.638367357576,676.065519153929,624330.321999412,137612.701670381,5.34404432807824,137612.701670381
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/11/20,20132,18,1252,486,640,5692,499,181,39,9,1749,51,35,2,95,558,286,641,46768,6677,19,6677
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/13/20,20134,20,1258,486,626,12257,532,185,25,10,3119,52,35,7,90,556,314,644,66362,7264,13,7264
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/15/20,20136,22,1267,486,604,19413,602,179,19,10,5016,51,51,44,43,542,502,658,3957,1083,50,1083
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/18/20,20139,25,1276,486,584,36944,657,175,17,11,8377,49,56,44,40,534,506,665,15255,3258,31,3258
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/20/20,20141,27,1282,486,570,48914,669,168,13,12,11913,48,62,43,38,519,512,681,21065,4272,19,4272
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/22/20,20143,29,1286,485,561,73456,722,167,12,12,17587,47,60,41,37,539,525,661,48489,7314,10,7314
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/27/20,20148,34,1294,484,542,131233,722,159,13,15,34381,43,73,41,34,548,511,652,143104,23139,8,23139
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,5/29/20,20150,36,1301,484,527,176915,803,157,12,16,46305,42,75,40,35,546,505,654,210251,30503,8,30503
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/1/20,20153,39,1306,484,514,234188,847,155,10,17,62753,40,78,39,36,536,500,663,343471,53501,5,53501
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/3/20,20155,41,1308,484,509,266455,849,149,9,18,73297,39,81,41,36,540,503,660,379578,68827,4,68827
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/5/20,20157,43,1307.34329175734,485.020497589782,511.531694751373,288681.617892209,842.377547110219,154.469069432473,10.1442638604364,18.2375363760385,82314.4618126552,37.9032258064516,80.7368278515221,44.0215578332923,37.097588502579,535.362668366204,490.203110221046,664.806993167979,428157.330187851,79174.543485882,5.3105896877037,79174.543485882
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/8/20,20160,46,1306.99179266711,483.630641948323,512.153358440396,301649.299966683,845.482495307773,153.344313125904,10.3519476658453,17.9157008564444,87327.3143307356,37.3684471747425,83.4909684158943,41.2981712180799,38.2159564045078,526.771143629551,486.124114398284,672.234335281443,428243.546754037,84639.5860268717,4.87524908903047,84639.5860268717
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/10/20,20162,48,1307.67950025834,484.402968932581,510.093633653879,311596.343469515,846.542792735105,155.137039913745,10.9492943516682,17.9490520021564,91440.5397487421,37.4216102749463,83.9175461094718,42.8244640484437,36.4464048873041,533.672275664595,486.999677781009,666.464925836177,425489.288239721,91089.3388670946,4.71727607591646,91089.3388670946
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/12/20,20164,50,1308.84687956411,483.342999841057,508.067589508491,317281.056707181,843.872309648118,154.427462182209,10.8517916669463,17.0387810513291,94432.0948705659,37.6527578302107,84.9918205659727,42.3705705798956,34.9534582121994,527.05830378883,486.101906154934,671.723372502357,487252.955489834,102124.722785199,5.14637641413482,102124.722785199
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/15/20,20167,53,1309.82088303195,484.50402932816,505.597672452441,319637.192709792,840.052698026862,153.34945654014,11.1156970235555,18.0489711173018,97640.405428128,36.7705247051299,84.2572195396891,42.0429344225257,36.8571054089451,526.880296371689,492.321973951919,672.069295466928,502873.887879674,107453.581177709,4.69203304013002,107453.581177709
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/17/20,20169,55,1311.65271297269,483.514331351935,502.038498335105,318656.61094907,841.71222525932,152.397042995729,11.8459029964053,18.9364444831019,99664.9675567291,36.8701022506724,82.4015002198844,43.2316459741053,37.4372852765453,527.078517709342,490.280074837957,671.973456036383,507822.253077824,104111.912002484,5.51289777174866,104111.912002484
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/19/20,20171,57,1312.57607876094,483.60696436844,499.646555964285,319334.241802001,847.261389252154,151.855467835888,11.2378313339385,18.0703170597889,100981.624370243,37.3888582551035,82.0698549447338,43.5463077271537,35.2085194167753,535.338735124569,489.442895382064,665.002590935672,492742.654396414,107242.020044012,6.04052797723912,107242.020044012
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/22/20,20174,60,1313.46128119307,483.79942394891,497.484421578492,318967.234239736,850.268858061847,149.397971234857,11.8272208712242,18.4474325579538,101371.44505913,36.897157043425,81.2464616667263,43.325589495471,36.434536359166,540.780980154377,495.162555074637,659.682681832756,487043.512929844,114817.558527391,5.90542049227827,114817.558527391
200444,NSFTV639_TEJ_Japan_Nipponbare,Japan,Nipponbare,Rice,200444,temperate japonica,JAPONICA,203,3/12/20,6/24/20,20176,62,1314.45693351329,483.465810892553,495.078941904662,318240.038418748,851.512406644095,146.90362696217,12.799199681856,20.1168414494323,102374.515725716,36.9787418590445,79.3081049257611,45.1815244822077,35.3608465047035,531.340413106696,501.365473162083,669.282549950778,522757.270377794,114731.571928652,5.6837553206233,114731.571928652
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/8/20,20129,15,1252,486,639,6011,491,194,33,9,1779,53,34,2,96,559,285,641,48164,6753,16,6753
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/11/20,20132,18,1263,486,614,13854,569,182,24,9,3747,52,43,43,46,554,487,646,1893,645,65,645
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/13/20,20134,20,1271,486,594,32693,643,189,12,10,5822,53,43,44,50,538,497,662,3892,904,36,904
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/15/20,20136,22,1279,485,576,55182,665,181,10,10,9055,51,55,46,46,552,497,647,33075,3897,13,3897
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/18/20,20139,25,1286,485,560,97728,728,170,8,12,15146,49,67,42,42,551,503,649,110035,9208,8,9208
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/20/20,20141,27,1289,484,554,123285,730,167,7,12,21417,48,67,42,40,545,499,655,175014,16386,6,16386
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/22/20,20143,29,1292,483,547,159095,743,165,8,14,27921,47,74,42,42,540,491,660,245858,24903,4,24903
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/27/20,20148,34,1300,483,528,228758,755,156,12,16,54001,43,76,42,39,551,505,648,416513,56927,5,56927
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,5/29/20,20150,36,1305,483,517,281205,809,156,12,16,68700,42,78,41,38,554,504,646,461808,73166,4,73166
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/1/20,20153,39,1312,483,500,346754,914,149,11,17,87058,40,78,41,37,558,503,641,489536,97693,3,97693
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/3/20,20155,41,1315,482,493,359314,920,144,12,18,93607,40,77,42,37,558,498,642,532454,107397,3,107397
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/5/20,20157,43,1317.004170699,484.202329570911,489.296736958195,366551.169642852,908.221451284601,142.18586432513,10.7428892156206,17.2200769565497,99165.5726995491,38.9032258064516,78.6907862665925,44.0215578332923,38.7558406425963,551.410892623601,526.851880310368,648.879479853373,474643.580150856,93016.8546385751,5.3105896877037,93016.8546385751
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/8/20,20160,46,1316.93018182336,484.467301974857,490.260839417648,371171.257987926,904.705610275349,141.123655879242,10.3519476658453,17.9157008564444,99333.7863579719,39.2632380025438,78.0617469583383,45.8079190246441,34.9165510112032,568.773345045082,506.609690335391,630.371587857242,479338.158307076,92156.8020307867,5.89837388661925,92156.8020307867
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/10/20,20162,48,1316.98197734796,485.363285693371,489.598501490367,381511.298823091,899.910525343892,139.376758378123,9.85488645578186,17.9490520021564,101683.531107193,39.3616050183873,79.2103131687685,44.2532963384086,36.4464048873041,555.605032016399,524.574235450435,644.566815289778,533312.288565955,104026.107469968,4.71727607591646,104026.107469968
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/12/20,20164,50,1316.5774812827,486.067746145622,490.587971354948,391804.943964026,900.279509689406,138.487796764173,9.25077854554295,18.8911867543271,102692.900031834,39.4258765319504,79.7995994110297,45.2692930213612,37.7551364640354,557.007840197972,508.142485218795,643.39478460468,535956.608795658,106971.055227396,5.14637641413482,106971.055227396
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/15/20,20167,53,1316.98659856398,484.50402932816,489.251579036992,393805.282810117,908.68830672535,137.411551584368,8.89146074003907,18.9551182500498,103663.086379396,39.4667790303187,79.6738482021604,44.7763353625744,36.8571054089451,560.810053245124,498.945113272797,638.179142014715,539850.211408688,116651.413380799,4.40247801746872,116651.413380799
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/17/20,20169,55,1317.17909078607,483.514331351935,488.894420518633,389254.101680671,904.593043382449,138.492161347192,9.12784485130472,18.9364444831019,103162.594324495,39.6500672015675,79.7849020470135,44.5995291090526,37.4372852765453,551.761002288675,494.190733452165,648.653062829276,523975.984790541,115534.68823618,3.90955880255561,115534.68823618
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/19/20,20171,57,1317.29019025507,483.60696436844,488.891151602682,386180.755357262,905.812777560568,137.54286300972,9.19862100507332,19.004553360651,103093.101958214,39.3258319823174,78.4737818560696,44.8723742260249,37.1338496616227,548.175228074859,495.987471019078,652.186574047128,432933.516629229,94835.2954785034,4.86483787703219,94835.2954785034
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/22/20,20174,60,1317.31142270046,484.98490010999,488.389301653894,381339.058700999,911.602116890243,136.87890450438,9.2945432761078,19.4763108146212,103159.129519615,39.8568431176052,79.4041916352449,46.3475746652223,40.3621321846819,557.590234908854,496.449460737698,642.908086872881,472307.299631145,103156.102602386,4.58681628165905,103156.102602386
200445,NSFTV56_TEJ_Republic of Korea_Geumobyeo,Republic of Korea,Geumobyeo,Rice,200445,temperate japonica,JAPONICA,203,3/12/20,6/24/20,20176,62,1317.51645374694,484.705833837407,488.345269061575,381873.145698035,914.269618771161,139.216950650856,9.69421597935923,18.9677099425938,104052.736633377,39.8624473232293,78.5091421023867,46.8087834306455,40.70755180963,568.886414393559,494.671334160034,630.280477032658,438504.159095623,98423.6417487031,4.66462234298812,98423.6417487031
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/8/20,20129,15,1249,487,646,8237,482,173,50,10,1696,47,52,49,45,551,498,648,1627,824,111,824
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/11/20,20132,18,1261,487,619,19473,559,167,30,11,3430,47,56,49,43,556,479,643,9784,1967,40,1967
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/13/20,20134,20,1268,486,603,32563,577,173,22,11,5501,47,60,50,42,543,482,657,22499,3223,34,3223
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/15/20,20136,22,1277,486,581,59701,674,163,19,12,8712,45,66,49,39,545,491,655,29498,5114,22,5114
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/18/20,20139,25,1286,485,561,105031,720,154,13,15,15466,43,75,47,38,547,489,653,95574,12802,15,12802
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/20/20,20141,27,1291,485,549,142057,759,154,12,15,22260,42,77,45,37,535,477,664,132134,17785,11,17785
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/22/20,20143,29,1298,485,533,182620,842,154,12,16,32383,40,76,44,37,542,480,658,187003,28132,7,28132
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/27/20,20148,34,1309,484,508,303828,894,144,11,19,63992,37,82,46,35,552,475,647,393239,66273,7,66273
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,5/29/20,20150,36,1312,484,500,332635,915,142,11,20,78748,36,83,45,35,549,475,650,440236,79025,7,79025
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/1/20,20153,39,1316,483,491,356713,905,131,11,21,92959,36,81,44,37,552,477,647,491293,93231,6,93231
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/3/20,20155,41,1319,483,486,360669,917,122,12,23,98778,36,78,44,37,555,480,645,468925,95305,7,95305
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/5/20,20157,43,1317.004170699,483.38416155204,489.296736958195,367590.610352433,931.123678823517,126.831857940951,8.94701315006807,24.3422928929712,100208.339462352,36.9032258064516,76.6447446816629,47.2912442302389,37.097588502579,586.425200094286,499.365302743376,614.128541712413,473421.345457304,96353.5886478874,7.83113298418249,96353.5886478874
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/8/20,20160,46,1316.47843686171,482.793981921789,491.136540178557,356573.737989532,938.547390256821,125.847834320914,9.77117242046294,24.4978440412235,99036.5184670586,37.3684471747425,75.8900583753159,47.3111682934988,38.2159564045078,574.56675213688,505.146434911312,624.597415798731,482612.039104931,97542.5081347732,5.55733228742299,97542.5081347732
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/10/20,20162,48,1314.76710185043,484.402968932581,493.868320691098,359412.658052338,940.170393803152,125.049229709375,10.402090403725,25.0563476495073,99200.4228723506,37.4216102749463,76.0721578749663,47.1109609183384,38.0189954181524,555.605032016399,519.20644149766,644.566815289778,495962.158532003,104519.804085787,5.76676321504996,104519.804085787
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/12/20,20164,50,1314.00061404317,483.342999841057,496.414510739462,372069.552237102,938.82442971762,125.446252331234,10.8517916669463,24.4484038633213,98049.656768149,36.7661984793409,77.2034888335582,48.1680154628269,39.1559755899535,561.286345399277,509.43898986961,637.729067025144,573403.071313789,118854.867857032,5.40157955216838,118854.867857032
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/15/20,20167,53,1313.19298445879,483.488006016033,498.241930415489,383703.487678982,943.959383417628,124.371447529647,11.1156970235555,24.3920010465376,99038.4635585638,37.6692761468595,76.6182673104746,48.8764367726474,38.4108219492829,553.539391057959,500.269741136972,646.651680377768,579620.205632828,113109.600247948,4.98158806279131,113109.600247948
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/17/20,20169,55,1312.07781895833,484.632365340685,500.395488608046,386552.299312574,946.191123063903,126.132266548492,10.7586797383651,24.286588578663,99107.0849410502,37.7967572343041,75.4239050922286,48.7031785138947,37.4372852765453,553.132251431971,500.708497809178,647.281274993564,590487.989437169,113573.201408172,5.19222997791005,113573.201408172
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/19/20,20171,57,1311.29041198982,483.60696436844,502.128572355424,389601.074476378,948.750462320072,126.410837033812,10.2182261695059,24.6099711658231,100452.957988756,37.3888582551035,75.7767270395715,50.1766402215099,39.0591799064701,556.732890041719,490.751810509467,642.218560911593,586118.023285604,110434.621486854,5.45268292713566,110434.621486854
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/22/20,20174,60,1311.75010718979,484.98490010999,501.618566998764,382739.954129046,946.225730744983,129.725152086965,10.8141498331776,23.5918238412906,101116.279406823,36.897157043425,75.719651572282,50.8805524198494,38.398334271924,549.185607531615,496.449460737698,651.295384352818,571097.29192101,115831.71575649,4.91646733431385,115831.71575649
200446,NSFTV638_TRJ_Guinea_Moroberekan,Guinea,Moroberekan,Rice,200446,tropical japonica,JAPONICA,203,3/12/20,6/24/20,20176,62,1311.39741327964,484.705833837407,501.81261474775,384367.627921806,940.169420601379,131.530274339543,10.2117132631087,22.4151044631094,102355.450734836,36.9787418590445,76.9112164556381,48.4360423790833,37.1430816063457,533.047049528826,497.348989760854,667.58680764999,446739.363193752,108313.096562129,4.66462234298812,108313.096562129
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/8/20,20129,15,1253,486,638,4368,491,202,47,9,1411,51,30,1,96,562,292,638,47156,6112,23,6112
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/11/20,20132,18,1263,486,615,11277,552,192,27,9,2832,51,35,6,90,553,312,646,62019,7139,17,7139
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/13/20,20134,20,1270,487,599,21106,595,189,20,10,4534,51,49,43,44,509,507,690,9686,1668,24,1668
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/15/20,20136,22,1281,486,572,39756,685,184,13,10,7189,50,58,41,41,490,502,710,23910,2961,18,2961
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/18/20,20139,25,1293,485,544,83009,725,180,9,12,12232,48,74,40,39,470,503,730,68990,7456,11,7456
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/20/20,20141,27,1299,485,531,108718,783,174,13,12,17362,47,74,39,39,470,487,730,128699,11752,9,11752
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/22/20,20143,29,1302,484,523,158478,795,169,8,13,23846,45,76,41,38,495,490,705,259292,21421,6,21421
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/27/20,20148,34,1313,482,499,292726,889,163,8,15,49547,42,85,39,36,487,496,712,424598,48663,5,48663
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,5/29/20,20150,36,1317,483,490,330480,932,161,9,16,63046,41,84,40,35,498,496,702,508987,68263,5,68263
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,6/1/20,20153,39,1318,481,486,385100,926,152,8,16,78571,40,81,38,38,514,504,686,654427,88561,4,88561
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,6/3/20,20155,41,1319,482,484,402562,946,146,8,17,86484,40,80,40,38,510,509,689,632028,95689,5,95689
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,6/5/20,20157,43,1317.92425440773,483.38416155204,487.517940334741,408567.693060696,938.757754669823,143.721264963548,7.15113708451549,17.2200769565497,91173.5102960674,39.9032258064516,75.6217238891981,44.0215578332923,38.7558406425963,522.232303064697,471.878725176385,676.390639214966,357040.394117812,76556.7075099581,5.67066730148638,76556.7075099581
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,6/8/20,20160,46,1316.93018182336,484.467301974857,489.385138656738,411084.277359391,930.086945261453,141.123655879242,6.86729619355113,16.9753946871903,90986.3121953883,40.2106334164444,78.0617469583383,42.8014204869346,36.5662537078555,505.04586703531,480.271092701967,693.887480500857,518520.031606901,80458.5473770116,4.87524908903047,80458.5473770116
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,6/10/20,20162,48,1317.42495244747,483.442652171791,488.74453765022,406158.147112478,927.062529653626,140.809511244998,7.66607066400912,17.0606400462376,92115.3417403126,40.3316023901077,78.425774345318,41.3956317584788,38.0189954181524,522.705897488693,478.947986851847,676.045349200227,481346.890257848,87432.1493732108,4.01761798316079,87432.1493732108
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,6/12/20,20164,50,1316.5774812827,484.251248609245,490.587971354948,404970.453133278,927.542989709362,141.38591774927,7.64976542413964,16.11257819983,92975.3017175698,40.3124358828202,74.6073782560867,43.8199318006284,39.1559755899535,537.041482591878,461.468317789442,663.224796133054,368197.205055699,70982.1359190611,4.89117327610125,70982.1359190611
200447,NSFTV165_TRJ_Indonesia_Trembese,Indonesia,Trembese,Rice,200447,tropical japonica,JAPONICA,203,3/12/20,6/15/20,20167,53,1315.72206052892,484.50402932816,492.520797720082,410346.715163341,938.239749359421,140.309352485418,7.22328352740174,16.2366768518059,92070.3547892436,40.3655304720484,75.0904768646317,44.7763353625744,41.5182550299585,553.539391057959,480.40032317434,646.651680377768,423209.73628939,65814.6061535227,6.1398081534365,65814.6061535227
